student_id,is_synthetic,data_class,generating_model_fingerprint,Sector,Grade_Band,Economic_Strain,Parent_Education,Parent_Availability,Neuro_Type,Child_Labour_Household_Duties,Transport_Burden,Food_Health_Burden,Home_Educational_Support,WASH_Quality,Sensory_Environment,School_Accommodation,Bullying_Social_Exclusion,Teacher_Resource_Adequacy,Support_Mismatch,School_Distress,Access_Barrier,Previous_Attendance,Current_Academic_Performance,Current_Academic_Stress,Psychological_Attendance_Barrier,Current_Attendance,School_Engagement,Next_Term_Dropout_Risk
SYNTH-007678,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,ADHD,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007679,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007680,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Limited_or_Away,Typical,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007681,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-007682,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007683,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-007684,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,High,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-007685,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007686,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,High,Limited,High,High,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-007687,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,High,High,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007688,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,ASD,Low,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Limited,High,Low,High,Irregular,Low,Low,Low,Irregular,Low,High
SYNTH-007689,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,High,Low,Regular,Low,High,High,Regular,Low,High
SYNTH-007690,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Irregular,Low,High,Low,Irregular,High,Medium
SYNTH-007691,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,ASD,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-007692,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-007693,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,ADHD,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,High,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007694,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Irregular,Adequate,High,Low,Irregular,High,Medium
SYNTH-007695,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,High,High,Limited,Inadequate,Overloading,Adequate,High,Limited,Low,High,High,Regular,Low,Low,High,Irregular,Low,Medium
SYNTH-007696,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007697,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Regular,High,Low
SYNTH-007698,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007699,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-007700,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-007701,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007702,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-007703,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,High,Low,Available,Typical,Low,High,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007704,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,High,Low,Irregular,High,Low
SYNTH-007705,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007706,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,ADHD,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007707,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Limited_or_Away,Typical,Low,Low,High,Limited,Adequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Regular,Low,High,High,Irregular,Low,High
SYNTH-007708,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,High,Low,Regular,Adequate,Low,High,Irregular,Low,High
SYNTH-007709,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,High,Low,Low,Limited,Inadequate,Supportive,Adequate,High,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-007710,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-007711,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007712,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007713,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,High
SYNTH-007714,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Limited_or_Away,Typical,High,Low,Low,Limited,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007715,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Low,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007716,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,High,High,Low,Irregular,Adequate,High,High,Irregular,High,Low
SYNTH-007717,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Regular,High,Low
SYNTH-007718,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Secondary,Available,ADHD,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Irregular,Low,High,Low,Regular,Low,Low
SYNTH-007719,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007720,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-007721,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,High,Regular,Low,High
SYNTH-007722,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-007723,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Post_Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,High,Low,Regular,Low,Low
SYNTH-007724,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-007725,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007726,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,High,High,Irregular,Low,High
SYNTH-007727,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-007728,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,Low,Low,High,Limited,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-007729,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Inadequate,Supportive,Inadequate,Low,Limited,Low,High,Low,Regular,Low,High,High,Regular,Low,Low
SYNTH-007730,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Regular,Low,Low,Low,Regular,High,Medium
SYNTH-007731,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,ADHD,High,Low,High,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,High,High,High,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-007732,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Post_Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-007733,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,ADHD,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007734,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,High,High,High,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Irregular,Adequate,High,Low,Irregular,High,Medium
SYNTH-007735,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,High,High,High,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007736,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007737,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Irregular,Low,High,Low,Irregular,High,Low
SYNTH-007738,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,High,Low,High,Regular,Low,High,High,Irregular,Low,High
SYNTH-007739,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,High,High,Low,Irregular,Low,High,Low,Regular,High,Low
SYNTH-007740,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Low,Available,Typical,Low,Low,High,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-007741,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,High,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007742,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,High,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007743,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-007744,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,High,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-007745,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-007746,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-007747,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-007748,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,High,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007749,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,High,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007750,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007751,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,High,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007752,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Post_Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007753,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-007754,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007755,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007756,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-007757,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-007758,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007759,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,High,High,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-007760,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007761,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,High,Limited,Low,High,Low,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-007762,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-007763,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,High,Limited,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007764,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,Low,High,High,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-007765,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,Low,Irregular,High,High
SYNTH-007766,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Irregular,Low,Low,High,Irregular,High,Medium
SYNTH-007767,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-007768,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,Low,Irregular,Low,High
SYNTH-007769,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-007770,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-007771,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-007772,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Irregular,Low,High
